"mid","eid","uid","rid","qid","query_label","query_type","answer_time","response_time","answer_rank","answer_line","answer_type","mrk_neutral","mrk_hack","mrk_trap","mrk_line","mrk_on_dcpt","mrk_on_risk","mrk_hack_on_risk","mrk_hack_on_dcpt","mrk_trap_on_risk","mrk_trap_on_dcpt"
5529,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","216cc5cff98e3f816811c9e4cab28140","TR150.networkrequests.www_dropbox_com.broken-function-level-authorization","risky","networkrequests","2023-02-02 17:44:59.948000+00:00",35.896,5,7,"hack",False,True,False,"11.003 POST https://www.app.com/2/profile_services/impersonate?username=marlies&role=user 200 OK (2.4 kB)",False,True,True,False,"",""
5530,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","216cc5cff98e3f816811c9e4cab28140","TR150.networkrequests.www_dropbox_com.broken-function-level-authorization","risky","networkrequests","2023-02-02 17:44:59.948000+00:00",35.896,6,6,"hack",False,True,False,"4.604 POST https://www.app.com/2/external_drive_backup/list_backups 200 OK (35 bytes)",False,False,False,False,"",""
5531,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","216cc5cff98e3f816811c9e4cab28140","TR150.networkrequests.www_dropbox_com.broken-function-level-authorization","risky","networkrequests","2023-02-02 17:44:59.948000+00:00",35.896,7,5,"hack",False,True,False,"3.804 POST https://www.app.com/2/account_management/list_external_accounts 200 OK (12.5 kB)",False,False,False,False,"",""
5532,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","216cc5cff98e3f816811c9e4cab28140","TR150.networkrequests.www_dropbox_com.broken-function-level-authorization","risky","networkrequests","2023-02-02 17:44:59.948000+00:00",35.896,8,4,"hack",False,True,False,"3.603 POST https://www.app.com/2/account_management/list_backups 200 OK (5.8 kB)",False,False,False,False,"",""
5533,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","216cc5cff98e3f816811c9e4cab28140","TR150.networkrequests.www_dropbox_com.broken-function-level-authorization","risky","networkrequests","2023-02-02 17:44:59.948000+00:00",35.896,9,3,"hack",False,True,False,"3.581 POST https://www.app.com/2/account_management/get_eligibility 200 OK (39 bytes)",False,False,False,False,"",""
5534,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","216cc5cff98e3f816811c9e4cab28140","TR150.networkrequests.www_dropbox_com.broken-function-level-authorization","risky","networkrequests","2023-02-02 17:44:59.948000+00:00",35.896,10,2,"hack",False,True,False,"3.477 POST https://www.app.com/2/roles/has_owner_permissions 204 No Content (15 bytes)",False,False,False,False,"",""
5535,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","216cc5cff98e3f816811c9e4cab28140","TR150.networkrequests.www_dropbox_com.broken-function-level-authorization","risky","networkrequests","2023-02-02 17:44:59.948000+00:00",35.896,11,1,"hack",False,True,False,"0.000 POST https://www.app.com/2/profile_services/impersonate?username=hugo&role=admin 200 OK (2.5 kB)",False,True,True,False,"",""
5536,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","bc93a0f92c9aab46bdb1fa529f7c7e60","TR150.httpheaders.outdated-iis-server-5.0","risky","httpheaders","2023-02-02 17:45:07.470000+00:00",7.403,0,4,"hack",False,True,False,"X-Powered-By: ASP.NET",False,False,False,False,"",""
5537,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","bc93a0f92c9aab46bdb1fa529f7c7e60","TR150.httpheaders.outdated-iis-server-5.0","risky","httpheaders","2023-02-02 17:45:07.470000+00:00",7.403,1,3,"hack",False,True,False,"Server: Microsoft-IIS/5.0",False,True,True,False,"",""
5538,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","bc93a0f92c9aab46bdb1fa529f7c7e60","TR150.httpheaders.outdated-iis-server-5.0","risky","httpheaders","2023-02-02 17:45:07.470000+00:00",7.403,2,7,"hack",False,True,False,"Set-Cookie: ASPSESSIONIDASQACSSR=OADOIJMAPGOPILLPMPIPMPNI; path=/",False,False,False,False,"",""
5539,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,0,3,"hack",False,True,False,"-rw-------  1 lpc  lpc   40K Dec 29 15:58 .bash_history",False,False,False,False,"",""
5540,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,1,7,"hack",False,True,False,"drwx------  7 lpc  lpc  4.0K Nov 24 10:15 .config",False,False,False,False,"",""
5541,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,2,10,"hack",False,True,False,"-rw-r--r--  1 lpc  lpc    57 Nov 14 09:28 .gitconfig",False,False,False,False,"",""
5542,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,3,11,"hack",False,True,False,"-rw-r--r--  1 lpc  lpc     0 Oct 17 12:39 .hushlogin",False,False,False,False,"",""
5543,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,4,14,"hack",False,True,False,"drwxr-xr-x  3 lpc  lpc  4.0K Nov 14 09:30 .local",False,False,False,False,"",""
5544,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,5,16,"hack",False,True,False,"drwxr-xr-x  4 lpc  lpc  4.0K Nov 14 09:08 .npm",False,False,False,False,"",""
5545,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,6,19,"hack",False,True,False,"drwx------  2 lpc  lpc  4.0K Nov  2 09:21 .ssh",False,False,False,False,"",""
5546,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,7,26,"hack",False,True,False,"-rw-r--r--  1 lpc  lpc  9.7K Jun  6  2022 passwords.txt",True,False,False,True,"",""
5547,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,8,28,"hack",False,True,False,"-rw-r--r--  1 lpc  lpc  8.1K Nov 24 10:18 data.csv",False,False,False,False,"",""
5548,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,9,29,"hack",False,True,False,"-rw-r--r--  1 lpc  lpc  7.1K Nov 30 16:34 data.json",False,False,False,False,"",""
5549,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,10,30,"hack",False,True,False,"-rw-r--r--  1 lpc  lpc  2.4K Nov 21 11:36 description.json",False,False,False,False,"",""
5550,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,11,31,"hack",False,True,False,"-rw-r--r--  1 lpc  lpc  4.6K Nov 28 15:21 metadata.csv",False,False,False,False,"",""
5551,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,12,32,"hack",False,True,False,"-rw-r--r--  1 lpc  lpc  1.3K Nov 10 17:49 metrics.json",False,False,False,False,"",""
5552,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,13,27,"hack",False,True,False,"-rwxr-xr-x  1 lpc  lpc  3.9K Dec  5 16:02 buildcsv.py",False,False,False,False,"",""
5553,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,14,33,"hack",False,True,False,"-rwxr--r--  1 lpc  lpc   919 Dec 28 14:31 query.sh",False,False,False,False,"",""
5554,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,15,34,"hack",False,True,False,"-rw-r--r--  1 lpc  lpc    85 Nov 11 10:02 sent.json",False,False,False,False,"",""
5555,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","83515b3d0b0ac5b0405317af50aef0ad","TR150.filesystem.home-lpc-password-txt","deceptive","filesystem","2023-02-02 17:45:45.394000+00:00",37.802,16,35,"hack",False,True,False,"-rw-r--r--  1 lpc  lpc   24K Nov 21 14:40 units.json",False,False,False,False,"",""
5556,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","3193051897211365a9299b26bbd1c19a","TR150.networkrequests.juice_shop_herokuapp_com-012","neutral","networkrequests","2023-02-02 17:46:11.836000+00:00",26.317,0,2,"hack",False,True,False,"6.318 GET https://juice-shop.herokuapp.com/api/SecurityQuestions/ 200 OK (0.5 kB)",False,False,False,False,"",""
5557,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","3193051897211365a9299b26bbd1c19a","TR150.networkrequests.juice_shop_herokuapp_com-012","neutral","networkrequests","2023-02-02 17:46:11.836000+00:00",26.317,1,3,"hack",False,True,False,"9.665 POST https://juice-shop.herokuapp.com/api/Users/ 201 Created (0.3 kB)",False,False,False,False,"",""
5558,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","3193051897211365a9299b26bbd1c19a","TR150.networkrequests.juice_shop_herokuapp_com-012","neutral","networkrequests","2023-02-02 17:46:11.836000+00:00",26.317,2,4,"hack",False,True,False,"9.743 POST https://juice-shop.herokuapp.com/api/SecurityAnswers/ 201 Created (0.2 kB)",False,False,False,False,"",""
5559,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","3193051897211365a9299b26bbd1c19a","TR150.networkrequests.juice_shop_herokuapp_com-012","neutral","networkrequests","2023-02-02 17:46:11.836000+00:00",26.317,3,5,"hack",False,True,False,"9.912 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",False,False,False,False,"",""
5560,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","3193051897211365a9299b26bbd1c19a","TR150.networkrequests.juice_shop_herokuapp_com-012","neutral","networkrequests","2023-02-02 17:46:11.836000+00:00",26.317,4,6,"hack",False,True,False,"13.954 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (11 bytes)",False,False,False,False,"",""
5561,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","3193051897211365a9299b26bbd1c19a","TR150.networkrequests.juice_shop_herokuapp_com-012","neutral","networkrequests","2023-02-02 17:46:11.836000+00:00",26.317,5,7,"hack",False,True,False,"13.955 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (11 bytes)",False,False,False,False,"",""
5562,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","3193051897211365a9299b26bbd1c19a","TR150.networkrequests.juice_shop_herokuapp_com-012","neutral","networkrequests","2023-02-02 17:46:11.836000+00:00",26.317,6,8,"hack",False,True,False,"13.956 POST https://juice-shop.herokuapp.com/rest/user/login 200 OK (0.8 kB)",False,False,False,False,"",""
5563,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","3193051897211365a9299b26bbd1c19a","TR150.networkrequests.juice_shop_herokuapp_com-012","neutral","networkrequests","2023-02-02 17:46:11.836000+00:00",26.317,7,9,"hack",False,True,False,"14.043 GET https://juice-shop.herokuapp.com/rest/basket/23 200 OK (0.2 kB)",False,False,False,False,"",""
5564,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","3193051897211365a9299b26bbd1c19a","TR150.networkrequests.juice_shop_herokuapp_com-012","neutral","networkrequests","2023-02-02 17:46:11.836000+00:00",26.317,8,10,"hack",False,True,False,"14.044 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",False,False,False,False,"",""
5565,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","3193051897211365a9299b26bbd1c19a","TR150.networkrequests.juice_shop_herokuapp_com-012","neutral","networkrequests","2023-02-02 17:46:11.836000+00:00",26.317,9,11,"hack",False,True,False,"14.045 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",False,False,False,False,"",""
5566,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","84b49551bd9cf39e208c476334ebc5ca","hackertarget-071483.02","neutral","httpheaders","2023-02-02 17:46:26.982000+00:00",15.001,0,4,"hack",False,True,False,"X-Powered-By: PHP/5.4.22",False,False,False,False,"",""
5567,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","eb3d5327421295be8712fae023d8a443","TR150.htaccess.github-ohel_gaincms","neutral","htaccess","2023-02-02 17:48:02.157000+00:00",95.052,0,4,"hack",False,True,False,"RewriteCond %{HTTP_HOST} ^10\.0\.1\.2$",False,False,False,False,"",""
5568,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","eb3d5327421295be8712fae023d8a443","TR150.htaccess.github-ohel_gaincms","neutral","htaccess","2023-02-02 17:48:02.157000+00:00",95.052,1,14,"hack",False,True,False,"RewriteCond %{HTTP:X-Forwarded-Proto} !https",False,False,False,False,"",""
5569,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","eb3d5327421295be8712fae023d8a443","TR150.htaccess.github-ohel_gaincms","neutral","htaccess","2023-02-02 17:48:02.157000+00:00",95.052,2,19,"hack",False,True,False,"DirectoryIndex index.php",False,False,False,False,"",""
5570,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","eb3d5327421295be8712fae023d8a443","TR150.htaccess.github-ohel_gaincms","neutral","htaccess","2023-02-02 17:48:02.157000+00:00",95.052,3,20,"hack",False,True,False,"FallbackResource /index.php",False,False,False,False,"",""
5571,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","eb3d5327421295be8712fae023d8a443","TR150.htaccess.github-ohel_gaincms","neutral","htaccess","2023-02-02 17:48:02.157000+00:00",95.052,4,21,"hack",False,True,False,"Options -Indexes",False,False,False,False,"",""
5572,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","d1115ed1defb802a8d9e5f9eaaed778a","hackertarget-180004.02","neutral","httpheaders","2023-02-02 17:48:13.109000+00:00",10.788,0,2,"hack",False,True,False,"Server: nginx/1.4.7",False,False,False,False,"",""
5573,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","d1115ed1defb802a8d9e5f9eaaed778a","hackertarget-180004.02","neutral","httpheaders","2023-02-02 17:48:13.109000+00:00",10.788,1,7,"hack",False,True,False,"X-Powered-By: PHP/5.3.28",False,False,False,False,"",""
5574,"ctf1","5c555f07-0cd0-4b20-b293-4170147ae017","d1115ed1defb802a8d9e5f9eaaed778a","hackertarget-180004.02","neutral","httpheaders","2023-02-02 17:48:13.109000+00:00",10.788,2,8,"hack",False,True,False,"Set-Cookie: PHPSESSID=9lmfffthjtj54n3sd880ibn0g3; path=/",False,False,False,False,"",""
5575,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","a7d47c6dc013ac9813738120f014beff","TR150.networkrequests.juice_shop_herokuapp_com-001","neutral","networkrequests","2024-01-19 20:05:27.739000+00:00",67.292,0,5,"hack",False,True,False,"0.645 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.3 kB)",False,False,False,False,"",""
5576,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","a7d47c6dc013ac9813738120f014beff","TR150.networkrequests.juice_shop_herokuapp_com-001","neutral","networkrequests","2024-01-19 20:05:27.739000+00:00",67.292,1,1,"trap",False,False,True,"0.000 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (11 bytes)",False,False,"","",False,False
5577,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","a7d47c6dc013ac9813738120f014beff","TR150.networkrequests.juice_shop_herokuapp_com-001","neutral","networkrequests","2024-01-19 20:05:27.739000+00:00",67.292,2,7,"trap",False,False,True,"10.200 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (11 bytes)",False,False,"","",False,False
5578,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","a7d47c6dc013ac9813738120f014beff","TR150.networkrequests.juice_shop_herokuapp_com-001","neutral","networkrequests","2024-01-19 20:05:27.739000+00:00",67.292,3,3,"hack",False,True,False,"0.037 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.3 kB)",False,False,False,False,"",""
5579,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","a7d47c6dc013ac9813738120f014beff","TR150.networkrequests.juice_shop_herokuapp_com-001","neutral","networkrequests","2024-01-19 20:05:27.739000+00:00",67.292,4,2,"hack",False,True,False,"0.034 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.3 kB)",False,False,False,False,"",""
5580,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","a7d47c6dc013ac9813738120f014beff","TR150.networkrequests.juice_shop_herokuapp_com-001","neutral","networkrequests","2024-01-19 20:05:27.739000+00:00",67.292,5,8,"hack",False,True,False,"10.221 GET https://juice-shop.herokuapp.com/rest/products/24/reviews 200 OK (30 bytes)",False,False,False,False,"",""
5581,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","a7d47c6dc013ac9813738120f014beff","TR150.networkrequests.juice_shop_herokuapp_com-001","neutral","networkrequests","2024-01-19 20:05:27.739000+00:00",67.292,6,9,"hack",False,True,False,"10.224 GET https://juice-shop.herokuapp.com/rest/products/24/reviews 200 OK (30 bytes)",False,False,False,False,"",""
5582,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","02eeb170689b8b3cad68e8ae9a8516e0","TR645.filesystem.home-goofy","neutral","filesystem","2024-01-19 20:06:15.679000+00:00",47.839,0,12,"hack",False,True,False,"drwxr-xr-x  5 goofy goofy 4.0K Mar 21  2021 terraform-saas",False,False,False,False,"",""
5583,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","02eeb170689b8b3cad68e8ae9a8516e0","TR645.filesystem.home-goofy","neutral","filesystem","2024-01-19 20:06:15.679000+00:00",47.839,1,8,"hack",False,True,False,"drwx------  4 goofy goofy 4.0K Jan 14  2022 .gnupg",False,False,False,False,"",""
5584,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","02eeb170689b8b3cad68e8ae9a8516e0","TR645.filesystem.home-goofy","neutral","filesystem","2024-01-19 20:06:15.679000+00:00",47.839,2,7,"hack",False,True,False,"drwxr-xr-x  5 goofy goofy 4.0K Jul 10  2021 git-crypt",False,False,False,False,"",""
5585,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","02eeb170689b8b3cad68e8ae9a8516e0","TR645.filesystem.home-goofy","neutral","filesystem","2024-01-19 20:06:15.679000+00:00",47.839,3,10,"trap",False,False,True,"drwxr-xr-x  4 goofy goofy 4.0K Aug  1  2021 app-browser",False,False,"","",False,False
5586,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","e4bf9a6b4103693cac70647a1f928352","TR645.filesystem.home-elsa-keys-json","deceptive","filesystem","2024-01-19 20:07:03.120000+00:00",47.351,0,7,"hack",False,True,False,"-rwxr-xr-x  1 elsa elsa 3.9K Dec  5 16:02 buildcsv.py",False,False,False,False,"",""
5587,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","e4bf9a6b4103693cac70647a1f928352","TR645.filesystem.home-elsa-keys-json","deceptive","filesystem","2024-01-19 20:07:03.120000+00:00",47.351,1,8,"hack",False,True,False,"-rw-r--r--  1 elsa elsa  12K Feb  6  2022 keys.json",True,False,False,True,"",""
5588,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","e404ea93045fb754ad5ed36f603b8336","hackertarget-001916.02","neutral","httpheaders","2024-01-19 20:07:41.656000+00:00",38.433,-1,-1,"neutral",True,False,False,"","","","","","",""
5589,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","75e2536b11a8c39229f6f2d2e7c925b1","hackertarget-000953.02","neutral","httpheaders","2024-01-19 20:08:21.276000+00:00",39.507,-1,-1,"neutral",True,False,False,"","","","","","",""
5590,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","e43cf7f476bca639eb9773d3ab09db6d","TR150.htaccess.admin-redirect","deceptive","htaccess","2024-01-19 20:09:56.619000+00:00",95.243,0,5,"hack",False,True,False,"  Redirect 301 ""/admin"" ""/plugins/kul/pages/admin/index.php?role=view""",True,False,False,True,"",""
5591,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","6ce11d1e66b204289f19dc025e01ad94","TR150.htaccess.github-ZeroDayTea_kqctf","neutral","htaccess","2024-01-19 20:11:20.746000+00:00",84.03,0,7,"hack",False,True,False,"RewriteCond %{REQUEST_METHOD} !POST",False,False,False,False,"",""
5592,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","6ce11d1e66b204289f19dc025e01ad94","TR150.htaccess.github-ZeroDayTea_kqctf","neutral","htaccess","2024-01-19 20:11:20.746000+00:00",84.03,1,8,"hack",False,True,False,"RewriteCond %{THE_REQUEST} ^[A-Z]{3,}\s([^.]+)\.php [NC]",False,False,False,False,"",""
5593,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","6ce11d1e66b204289f19dc025e01ad94","TR150.htaccess.github-ZeroDayTea_kqctf","neutral","htaccess","2024-01-19 20:11:20.746000+00:00",84.03,2,9,"hack",False,True,False,"RewriteRule ^ %1 [R=302,L,NE]",False,False,False,False,"",""
5594,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","6ce11d1e66b204289f19dc025e01ad94","TR150.htaccess.github-ZeroDayTea_kqctf","neutral","htaccess","2024-01-19 20:11:20.746000+00:00",84.03,3,1,"hack",False,True,False,"Options +FollowSymLinks -MultiViews",False,False,False,False,"",""
5595,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","a9c29d4b36fa73c7c0326da6f8fe9298","TR150.networkrequests.juice_shop_herokuapp_com-002","neutral","networkrequests","2024-01-19 20:11:52.096000+00:00",31.253,0,4,"hack",False,True,False,"9.022 GET https://juice-shop.herokuapp.com/rest/products/search?q= 200 OK (3.5 kB)",False,False,False,False,"",""
5596,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","0c5a9aecd77c45bea73f4276a3be158b","TR849.filesystem.rowe.home-cooper","deceptive","filesystem","2024-01-19 20:12:42.741000+00:00",50.567,0,2,"hack",False,True,False,"drwxr-xr-x 4 cooper cooper 4.0K Nov 30 17:42 ..",False,False,False,False,"",""
5597,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","a385d874a6c9e915c79f0be402726933","TR849.filesystem.rowe.home-gaitan","neutral","filesystem","2024-01-19 20:12:53.620000+00:00",10.79,-1,-1,"neutral",True,False,False,"","","","","","",""
5598,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","a26786406590af62cca6c3b369e9cb1b","TR150.httpheaders.hackertarget-001916.02-httpheader-apiserver","deceptive","httpheaders","2024-01-19 20:13:08.496000+00:00",14.736,-1,-1,"neutral",True,False,False,"","","","","","",""
5599,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","85d9488da4674880bdd9da346a9cf032","TR150.filesystem.home-furi0zuc-config-ini","deceptive","filesystem","2024-01-19 20:14:53.851000+00:00",105.263,0,17,"hack",False,True,False,"-rw-r--r--  1 furi0zuc furi0zuc  458 Sep 17  2017 .setinterfaces",False,False,False,False,"",""
5600,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","85d9488da4674880bdd9da346a9cf032","TR150.filesystem.home-furi0zuc-config-ini","deceptive","filesystem","2024-01-19 20:14:53.851000+00:00",105.263,1,9,"hack",False,True,False,"drwx------  2 root     root     4.0K Aug  1  2021 .docker",False,False,False,False,"",""
5601,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","81224b4ecb596d60ef512d6aa080584f","hackertarget-005804.02","neutral","httpheaders","2024-01-19 20:15:15.442000+00:00",21.44,0,4,"hack",False,True,False,"X-Cache-Debug: 1",False,False,False,False,"",""
5602,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","0ce683f8e1d329add328a42c6af83b80","TR150.networkrequests.mail_google_com.insufficient-logging-monitoring","risky","networkrequests","2024-01-19 20:17:06.154000+00:00",110.596,0,4,"trap",False,False,True,"4.393 POST https://play.site.com/log?format=query&msg=app.init.ok%3A4584134984654186&hasfast=true&authuser=0 204 No Content",False,False,"","",False,False
5603,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","0ce683f8e1d329add328a42c6af83b80","TR150.networkrequests.mail_google_com.insufficient-logging-monitoring","risky","networkrequests","2024-01-19 20:17:06.154000+00:00",110.596,1,7,"trap",False,False,True,"6.776 POST https://play.site.com/log?format=query&msg=xuRj8mgzIxnw5PzupASqm51XdFSm_gOvaea0pxdd7HWbq2Jwdr_fpYDsceY&hasfast=true&authuser=0 204 No Content",False,True,"","",True,False
5604,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","0ce683f8e1d329add328a42c6af83b80","TR150.networkrequests.mail_google_com.insufficient-logging-monitoring","risky","networkrequests","2024-01-19 20:17:06.154000+00:00",110.596,2,8,"trap",False,False,True,"6.861 POST https://play.site.com/log?format=query&msg=vQvzHwhqQDxMUH575XQcmuPqoURUimxx_dpiUj-6U7g7TRkX8KNEvomPDd2iOsR&hasfast=true&authuser=0 204 No Content",False,True,"","",True,False
5605,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","0ce683f8e1d329add328a42c6af83b80","TR150.networkrequests.mail_google_com.insufficient-logging-monitoring","risky","networkrequests","2024-01-19 20:17:06.154000+00:00",110.596,3,9,"trap",False,False,True,"6.921 POST https://play.site.com/log?format=query&msg=UtG5I4puH__lKuihh9hLYQVW9TGH9aG8GS-mEGLxMF-vNbXYGfisuKjeCX1drUr3g9pQeQ&hasfast=true&authuser=0 204 No Content",False,True,"","",True,False
5606,"ctf1","68762fec-7335-4f7c-9053-9bfe42ecc566","0ce683f8e1d329add328a42c6af83b80","TR150.networkrequests.mail_google_com.insufficient-logging-monitoring","risky","networkrequests","2024-01-19 20:17:06.154000+00:00",110.596,4,10,"trap",False,False,True,"7.001 POST https://play.site.com/log?format=query&msg=CpxZSywgdX9iW1jhx8WxLrALwjnHD3UCWoysmpjq3wEBo8ZH8iHuUswp6opaG9-jK1FKdg&hasfast=true&authuser=0 204 No Content",False,True,"","",True,False
