"mrk_line","mrk_on_dcpt","mrk_on_risk","mrk_hack_on_dcpt","mrk_trap_on_dcpt","mrk_hack_on_risk","mrk_trap_on_risk","mrk_hack","mrk_trap","mrk_neutral","mrk_query_type","applied_honeywire","present_risk"
"5.441 GET https://mail.site.com/mail/u/0/images/cleardot.gif?zx=jzj8bat8q0rh 200 OK (43 bytes)",0,0,0,0,0,0,1,0,0,"networkrequests","networkrequests-dev-endpoint",""
"5.441 GET https://mail.site.com/mail/u/0/images/cleardot.gif?zx=jzj8bat8q0rh&f=../pack/fonts/pDxWAF1pBB0dzGB.woff2 200 OK (43 bytes)",8,0,5,3,0,0,5,3,0,"networkrequests","networkrequests-path-traversal",""
"5.673 GET https://juice-shop.herokuapp.com/rest/saveLoginIp 200 OK (0.3 kB)",0,0,0,0,0,0,1,1,0,"networkrequests","",""
"5.719 GET https://juice-shop.herokuapp.com/rest/products/5/details 200 OK (8.95 MB)",0,1,0,0,1,0,1,0,0,"networkrequests","","networkrequests-no-rate-limiting"
"5.748 GET https://juice-shop.herokuapp.com/rest/products/search?q= 200 OK (3.9 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"5.827 GET https://juice-shop.herokuapp.com/font-mfizz.woff 200 OK (40.9 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"5.920 GET https://en.site.org/api/rest_v1/page/summary/Kokcha_River 200 OK (2.9 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","networkrequests-dev-endpoint",""
"6.009 POST https://play.site.com/edit_user?format=json&hasfast=true&authuser=0&credit=999&admin=1&privileged=1",0,6,0,0,5,1,5,1,0,"networkrequests","","networkrequests-mass-assignment"
"6.030 GET https://en.site.org/api/rest_v1_dev/page/summary/Pressurized_water_reactor 204 No Content",15,0,12,3,0,0,12,3,0,"networkrequests","networkrequests-dev-endpoint",""
"6.262 GET https://ogs.site.com/u/0/widget/app?origin=https%3A%2F%2Fmail.site.com&cn=app&pid=23&spid=23&hl=en&dm= 200 OK (61.6 kB)",0,0,0,0,0,0,6,0,0,"networkrequests","networkrequests-dev-endpoint",""
"6.318 GET https://juice-shop.herokuapp.com/api/SecurityQuestions/ 200 OK (0.5 kB)",0,0,0,0,0,0,6,0,0,"networkrequests","networkrequests-cleartext-password",""
"6.350 GET https://www.static.site.com/_/mss/boq-one-comp/_/js/k=boq-one-comp.OnecompWidgetUi.en.PZxR5QuJz6U.es5.O/am=oNkAAEA/d=1/excm=_b,_r,_tp,appwidgetauthview/ed=1/dg=0/wt=2/rs=AM-SdHtMO5PuFIyUPJqNpElexX9Np01lsQ/m=_b,_tp,_r 200 OK (180.1 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"6.447 GET https://lh3.compusercontent.com/ogw/ygEVAUIdOM-xT1smDKYW8g=s128-b16-cc-rp-mo 200 OK (14.5 kB)",0,0,0,0,0,0,3,1,0,"networkrequests","networkrequests-path-traversal",""
"6.460 GET https://juice-shop.herokuapp.com/rest/basket/0 200 OK (30 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"6.491 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",0,0,0,0,0,0,5,2,0,"networkrequests","",""
"6.514 GET https://juice-shop.herokuapp.com/assets/public/images/products/apple_juice.jpg 200 OK (15.3 kB)",0,0,0,0,0,0,1,1,0,"networkrequests","",""
"6.520 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.4 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"6.523 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.4 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"6.588 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",0,0,0,0,0,0,29,7,0,"networkrequests","",""
"6.776 POST https://play.site.com/log?format=json&hasfast=true&authuser=0",0,0,0,0,0,0,9,2,0,"networkrequests","networkrequests-path-traversal",""
"6.776 POST https://play.site.com/log?format=query&msg=xuRj8mgzIxnw5PzupASqm51XdFSm_gOvaea0pxdd7HWbq2Jwdr_fpYDsceY&hasfast=true&authuser=0 204 No Content",0,7,0,0,4,3,4,3,0,"networkrequests","networkrequests-path-traversal","networkrequests-log-spam-endpoint"
"6.861 POST https://play.site.com/log?format=query&msg=vQvzHwhqQDxMUH575XQcmuPqoURUimxx_dpiUj-6U7g7TRkX8KNEvomPDd2iOsR&hasfast=true&authuser=0 204 No Content",0,9,0,0,6,3,6,3,0,"networkrequests","networkrequests-path-traversal","networkrequests-log-spam-endpoint"
"6.921 POST https://play.site.com/log?format=query&msg=UtG5I4puH__lKuihh9hLYQVW9TGH9aG8GS-mEGLxMF-vNbXYGfisuKjeCX1drUr3g9pQeQ&hasfast=true&authuser=0 204 No Content",0,10,0,0,7,3,7,3,0,"networkrequests","networkrequests-path-traversal","networkrequests-log-spam-endpoint"
"7.001 POST https://play.site.com/log?format=query&msg=CpxZSywgdX9iW1jhx8WxLrALwjnHD3UCWoysmpjq3wEBo8ZH8iHuUswp6opaG9-jK1FKdg&hasfast=true&authuser=0 204 No Content",0,10,0,0,7,3,7,3,0,"networkrequests","networkrequests-path-traversal","networkrequests-log-spam-endpoint"
"7.240 GET https://juice-shop.herokuapp.com/rest/basket/0 200 OK (30 bytes)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"7.261 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.4 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"7.352 POST https://play.site.com/log?format=query&msg=p50hRinsyhzG4MRLqOTESbFosSA9IK3S1e-uZXA7gTUj31-StdwIO2ZTjfhUbP4B8VuagA&hasfast=true&authuser=0 204 No Content",0,10,0,0,6,4,6,4,0,"networkrequests","networkrequests-path-traversal","networkrequests-log-spam-endpoint"
"7.640 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",0,0,0,0,0,0,13,4,0,"networkrequests","networkrequests-mass-assignment",""
"7.640 GET https://juice-shop.herokuapp.com/rest/user/whoami?admin=false 200 OK (0.1 kB)",24,0,14,10,0,0,14,10,0,"networkrequests","networkrequests-admin-false",""
"7.806 GET https://juice-shop.herokuapp.com/rest/products/6/details 200 OK (6.35 MB)",0,1,0,0,1,0,1,0,0,"networkrequests","","networkrequests-no-rate-limiting"
"7.833 GET https://juice-shop.herokuapp.com/api/Products/24?d=Mon%20Jan%2002%202023 200 OK (0.4 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"7.950 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",0,0,0,0,0,0,3,1,0,"networkrequests","",""
"7.982 GET https://juice-shop.herokuapp.com/rest/products/24/reviews 200 OK (30 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"7.986 GET https://juice-shop.herokuapp.com/rest/products/24/reviews 200 OK (30 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"7.998 GET https://juice-shop.herokuapp.com/rest/basket/0 200 OK (30 bytes)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"8.018 GET https://juice-shop.herokuapp.com/rest/basket/NaN 200 OK (30 bytes)",0,0,0,0,0,0,6,2,0,"networkrequests","",""
"8.019 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",0,0,0,0,0,0,5,0,0,"networkrequests","",""
"8.196 POST https://juice-shop.herokuapp.com/api/Complaints/ 201 Created (0.2 kB)",0,0,0,0,0,0,10,2,0,"networkrequests","networkrequests-admin-false",""
"8.199 GET https://juice-shop.herokuapp.com/rest/basket/0 200 OK (30 bytes)",0,0,0,0,0,0,4,0,0,"networkrequests","networkrequests-log-endpoint",""
"8.281 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",0,0,0,0,0,0,18,5,0,"networkrequests","networkrequests-admin-false",""
"8.351 GET https://juice-shop.herokuapp.com/assets/public/images/products/apple_pressings.jpg 200 OK (29.2 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"8.490 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",0,0,0,0,0,0,3,0,0,"networkrequests","",""
"8.727 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (11 bytes)",0,0,0,0,0,0,0,1,0,"networkrequests","",""
"8.728 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (11 bytes)",0,0,0,0,0,0,0,1,0,"networkrequests","",""
"8.914 GET https://juice-shop.herokuapp.com/rest/products/7/details 200 OK (5.78 MB)",0,1,0,0,1,0,1,0,0,"networkrequests","","networkrequests-no-rate-limiting"
"9.021 GET https://juice-shop.herokuapp.com/api/Quantitys/ 200 OK (0.6 kB)",0,0,0,0,0,0,7,1,0,"networkrequests","",""
"9.022 GET https://juice-shop.herokuapp.com/rest/products/search?q= 200 OK (3.5 kB)",0,0,0,0,0,0,19,3,0,"networkrequests","",""
"9.264 GET https://juice-shop.herokuapp.com/rest/memories/ 200 OK (0.9 kB)",0,0,0,0,0,0,4,0,0,"networkrequests","networkrequests-admin-false",""
"9.277 POST https://juice-shop.herokuapp.com/api/Addresss/ 201 Created (0.3 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","","networkrequests-dev-endpoint-accessible"
"9.519 GET https://juice-shop.herokuapp.com/rest/basket/0 200 OK (30 bytes)",0,0,0,0,0,0,2,0,0,"networkrequests","networkrequests-log-endpoint",""
"9.577 GET https://juice-shop.herokuapp.com/rest/user/whoami 200 OK (0.1 kB)",0,0,0,0,0,0,4,0,0,"networkrequests","",""
"9.603 GET https://juice-shop.herokuapp.com/rest/products/6/reviews 200 OK (0.2 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"9.606 GET https://juice-shop.herokuapp.com/rest/products/6/reviews 200 OK (0.2 kB)",0,0,0,0,0,0,1,0,0,"networkrequests","",""
"9.665 POST https://juice-shop.herokuapp.com/api/Users/ 201 Created (0.3 kB)",0,0,0,0,0,0,12,0,0,"networkrequests","networkrequests-dev-endpoint","networkrequests-password-hashes-in-query-parameters"
"9.743 POST https://juice-shop.herokuapp.com/api/SecurityAnswers/ 201 Created (0.2 kB)",0,0,0,0,0,0,17,1,0,"networkrequests","networkrequests-cleartext-password","networkrequests-password-hashes-in-query-parameters"
"9.752 POST https://juice-shop.herokuapp.com/rest/products/reviews 200 OK (0.3 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"9.912 GET https://juice-shop.herokuapp.com/rest/admin/application-configuration 200 OK (7.2 kB)",0,0,0,0,0,0,22,3,0,"networkrequests","networkrequests-cleartext-password","networkrequests-password-hashes-in-query-parameters"
"9.978 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.4 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"9.984 GET https://juice-shop.herokuapp.com/rest/products/1/reviews 200 OK (0.4 kB)",0,0,0,0,0,0,2,0,0,"networkrequests","",""
"Accept-Ranges: bytes",0,0,0,0,0,0,4,0,0,"httpheaders","httpheaders-apiserver",""
"Access-Control-Allow-Origin: *",0,0,0,0,0,0,2,0,0,"httpheaders","",""
"Age: 77",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"Age: 778",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"Cache-Control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0",0,0,0,0,0,0,0,1,0,"httpheaders","",""
"Cache-Control: private",0,0,0,0,0,0,1,0,0,"httpheaders","httpheaders-proxy-referer",""
"Cache-Control: private, max-age=1",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"Cache-control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"Connection: Transfer-Encoding",0,0,0,0,0,0,2,2,0,"httpheaders","",""
"Connection: keep-alive",0,0,0,0,0,0,3,1,0,"httpheaders","httpheaders-devtoken",""
"Content-Length: 0",0,2,0,0,2,0,2,0,0,"httpheaders","","httpheaders-request-smuggling-clte"
"Content-Length: 66",0,0,0,0,0,0,1,0,0,"httpheaders","","httpheaders-request-smuggling-clte"
"Content-Type: text/html; charset=EUC-JP",0,0,0,0,0,0,3,1,0,"httpheaders","httpheaders-proxy-referer","httpheaders-outdated-php"
"Cookie: ai_user=q0DsBYA6CfdOBxLe3JnylfDf2Kj4aj|2022-12-18T19:48:16.392Z; ai_session=iry+wW27UayxeGYeOkzVwY|16728565734411|1672843095328",0,0,0,0,0,0,4,0,0,"httpheaders","",""
"Cookie: preferred_color_mode=light; tz=Europe%2FVienna; logged_in=no;",0,0,0,0,0,0,2,0,0,"httpheaders","",""
"Date: Mon, 14 Apr 2014 19:03:03 GMT",0,0,0,0,0,0,1,0,0,"httpheaders","httpheaders-admin-cookie",""
"Date: Sat, 12 Apr 2014 15:16:41 GMT",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"Date: Sat, 12 Apr 2014 16:38:29 GMT",0,0,0,0,0,0,1,0,0,"httpheaders","httpheaders-apiserver",""
"Date: Sat, 12 Apr 2014 22:19:32 GMT",0,0,0,0,0,0,0,1,0,"httpheaders","",""
"Date: Sat, 26 Apr 2014 08:51:53 GMT",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"Date: Sun, 13 Apr 2014 17:00:12 GMT",0,0,0,0,0,0,1,0,0,"httpheaders","","httpheaders-outdated-php"
"Date: Tue, 02 May 2018 04:32:14 GMT",0,0,0,0,0,0,1,0,0,"httpheaders","","httpheaders-outdated-apache"
"DirectoryIndex index.php",0,0,0,0,0,0,1,0,0,"htaccess","",""
"ETag: ""2910624538""",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"ETag: ""3008ab16-30ab-4eed9e4df5c80""",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"ETag: ""5c2af237ad762cdaa550de19fc805b84""",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"ETag: ""edb9-53496b3a-f74498d855146fe7""",0,0,0,0,0,0,9,0,0,"httpheaders","httpheaders-apiserver",""
"Expires: Mon, 14 Apr 2014 05:36:31 GMT",0,0,0,0,0,0,1,0,0,"httpheaders","httpheaders-apiserver",""
"Expires: Mon, 31 Mar 2008 10:00:00 GMT",0,0,0,0,0,0,2,3,0,"httpheaders","",""
"Expires: Sat, 12 Apr 2014 15:16:42 GMT",0,0,0,0,0,0,1,1,0,"httpheaders","",""
"Expires: Thu, 01 Jan 2008 00:00:00 GMT",0,0,0,0,0,0,2,1,0,"httpheaders","",""
"Expires: Thu, 19 Nov 1981 08:52:00 GMT",0,0,0,0,0,0,6,2,0,"httpheaders","httpheaders-admin-cookie",""
"Expires: Wed, 11 Jan 1984 05:00:00 GMT",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"FallbackResource /index.php",0,0,0,0,0,0,1,0,0,"htaccess","",""
"GET /shell/applicationversion HTTP/2",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"GET /zaproxy/zap-extensions/tree-commit/16997ba70fc3c40e98ebb77c650d3d18b4080c82/addOns/pscanrules HTTP/2",0,0,0,0,0,0,5,1,0,"httpheaders","",""
"HTTP/1.1 200 OK",0,0,0,0,0,0,1,0,0,"httpheaders","","httpheaders-proxy-auth-leak"
"HTTP/1.1 400 Bad Request",0,0,0,0,0,0,0,2,0,"httpheaders","httpheaders-apiserver",""
"Host: company.timecockpit.com",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"Host: github.com",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"Host: localhost",0,4,0,0,3,1,3,1,0,"httpheaders","","httpheaders-request-smuggling-clte"
"Host: tools.internal.dynatrace.com",0,0,0,0,0,0,1,0,0,"httpheaders","","httpheaders-request-smuggling-clte"
"Last-Modified: Tue, 31 Dec 2013 19:52:02 GMT",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"Options +FollowSymLinks -MultiViews",0,0,0,0,0,0,9,0,0,"htaccess","htaccess-admin-redirect",""
"Options -Indexes",0,0,0,0,0,0,1,0,0,"htaccess","",""
"P3P: CP=""DSP ALL CUR ADMi DEVi CONi HISi OUR BUS NAV COM INT STA DEM LOC ONL PHY UNI""",0,0,0,0,0,0,3,1,0,"httpheaders","httpheaders-admin-cookie",""
"P3P: policyref=""http://www.golf.de/w3c/p3p.xml"",CP=""NOI DSP COR NID NOR UNI STA""",0,0,0,0,0,0,4,0,0,"httpheaders","httpheaders-apiserver",""
"P3p: CP=""CAO PSA OUR""",0,0,0,0,0,0,4,3,0,"httpheaders","",""
"POST /internal.api HTTP/1.1",0,7,0,0,5,2,5,2,0,"httpheaders","","httpheaders-request-smuggling-clte"
"Pragma: private",0,0,0,0,0,0,1,0,0,"httpheaders","httpheaders-proxy-referer",""
"Proxy-Authorization: Basic dXNlcj1wcm94eTtwYXNzPTdMOUFDQ0FKS3BLU3A0",0,21,0,0,18,3,18,3,0,"httpheaders","","httpheaders-proxy-auth-leak"
"Redirect 301 ""/admin"" ""/view/admin/index.php?role=view""",21,0,15,6,0,0,15,6,0,"htaccess","htaccess-admin-redirect",""
"Redirect 301 /dashboard /dashboard.php?token=7A6h8O6Cp4mF7zECd",19,0,14,5,0,0,14,5,0,"htaccess","htaccess-admin-redirect",""
"Referer: https://company.timecockpit.com/app/timesheetcalendar/6a8877f7-436f-4016-9717-53450a583a11",0,0,0,0,0,0,2,1,0,"httpheaders","",""
"Referer: https://github.com/zaproxy/zap-extensions/tree/main/addOns/pscanrules",0,6,0,0,4,2,7,2,0,"httpheaders","","httpheaders-cross-domain-referer-leakage"
"Request-id: |EerModLGPAc5cwrGMYJFyVe.uCSexywWvBNuHhaiS3Adf5748eb7d164b5f804c3e",0,0,0,0,0,0,1,2,0,"httpheaders","",""
"RewriteBase /",0,0,0,0,0,0,3,0,0,"htaccess","htaccess-admin-redirect",""
"RewriteCond %{HTTP:X-Forwarded-Proto} !https",0,0,0,0,0,0,1,0,0,"htaccess","",""
"RewriteCond %{HTTPS} !=on",0,0,0,0,0,0,2,0,0,"htaccess","htaccess-admin-redirect",""
"RewriteCond %{HTTP_HOST} ^10\.0\.1\.2$",0,0,0,0,0,0,8,0,0,"htaccess","",""
"RewriteCond %{REQUEST_FILENAME} !-d",0,0,0,0,0,0,3,1,0,"htaccess","",""
"RewriteCond %{REQUEST_FILENAME} !-f",0,0,0,0,0,0,6,1,0,"htaccess","",""
"RewriteCond %{REQUEST_FILENAME}.html -f",0,0,0,0,0,0,6,0,0,"htaccess","htaccess-admin-redirect",""
"RewriteCond %{REQUEST_FILENAME}.php -f [NC]",0,0,0,0,0,0,7,1,0,"htaccess","htaccess-admin-redirect",""
"RewriteCond %{REQUEST_METHOD} !POST",0,0,0,0,0,0,7,0,0,"htaccess","htaccess-admin-redirect",""
"RewriteCond %{THE_REQUEST} /(.+?)\.html[\s?] [NC]",0,0,0,0,0,0,1,0,0,"htaccess","",""
"RewriteCond %{THE_REQUEST} ^[A-Z]{3,}\s([^.]+)\.html [NC]",0,0,0,0,0,0,9,0,0,"htaccess","htaccess-admin-redirect",""
"RewriteCond %{THE_REQUEST} ^[A-Z]{3,}\s([^.]+)\.php [NC]",0,0,0,0,0,0,22,3,0,"htaccess","htaccess-admin-redirect",""
"RewriteEngine On",0,0,0,0,0,0,1,0,0,"htaccess","",""
"RewriteRule /diagnostic$ index.php?token=ojszOJklHME&role=view&p=$1 [L,R=301]",11,0,8,3,0,0,8,3,0,"htaccess","htaccess-admin-redirect",""
"RewriteRule ^ %1 [R=301,L]",0,0,0,0,0,0,2,0,0,"htaccess","htaccess-admin-redirect",""
"RewriteRule ^ %1 [R=302,L,NE]",0,0,0,0,0,0,4,0,0,"htaccess","htaccess-admin-redirect",""
"RewriteRule ^ %{REQUEST_URI}.php [L]",0,0,0,0,0,0,7,1,0,"htaccess","htaccess-admin-redirect",""
"RewriteRule ^ https://%{HTTP_HOST}%{REQUEST_URI} [L,R=301]",0,0,0,0,0,0,1,0,0,"htaccess","",""
"RewriteRule ^ index.php [QSA,L]",0,0,0,0,0,0,1,0,0,"htaccess","",""
"RewriteRule ^(.*)$ index.php [L,QSA]",0,0,0,0,0,0,1,0,0,"htaccess","",""
"RewriteRule ^(.*)$ index.php?id=$1 [L,QSA]",0,0,0,0,0,0,2,0,0,"htaccess","htaccess-admin-redirect",""
"RewriteRule ^(.*?)/?$ $1.html [NC,L]",0,0,0,0,0,0,7,1,0,"htaccess","htaccess-admin-redirect",""
"RewriteRule ^([^\.]+)$ $1.php [NC,L]",0,0,0,0,0,0,6,1,0,"htaccess","",""
"Sec-CH-UA-Platform: ""Windows""",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"Sec-CH-UA-platform: ""Windows""",0,0,0,0,0,0,1,0,0,"httpheaders","","httpheaders-cross-domain-referer-leakage"
"Sec-CH-UA: ""Not?A_Brand"";v=""8"", ""Chromium"";v=""108"", ""Google Chrome"";v=""108""",0,0,0,0,0,0,0,3,0,"httpheaders","","httpheaders-cross-domain-referer-leakage"
"Server: Apache",0,0,0,0,0,0,1,1,0,"httpheaders","","httpheaders-outdated-php"
"Server: Apache/1.0.3 (Debian)",0,56,0,0,55,1,55,1,0,"httpheaders","httpheaders-proxy-referer","httpheaders-outdated-apache"
"Server: Apache/2.2.14 (Ubuntu)",0,0,0,0,0,0,3,0,0,"httpheaders","","httpheaders-outdated-php"
"Server: Apache/2.2.17 (Unix) mod_ssl/2.2.17 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 FrontPage/5.0.2.2635",0,0,0,0,0,0,31,6,0,"httpheaders","httpheaders-devtoken",""
"Server: Apache/2.2.3 (CentOS)",0,0,0,0,0,0,9,0,0,"httpheaders","",""
"Server: LiteSpeed",0,0,0,0,0,0,13,3,0,"httpheaders","httpheaders-apiserver",""
"Server: Microsoft-IIS/5.0",0,9,0,0,9,0,9,0,0,"httpheaders","","httpheaders-outdated-apache"
"Server: Microsoft-IIS/6.0",0,0,0,0,0,0,25,0,0,"httpheaders","httpheaders-admin-cookie",""
"Server: Microsoft-IIS/7.5",0,0,0,0,0,0,33,0,0,"httpheaders","httpheaders-apiserver",""
"Server: Microsoft-IIS/8.0",0,0,0,0,0,0,11,0,0,"httpheaders","",""
"Server: lighttpd",0,0,0,0,0,0,5,1,0,"httpheaders","",""
"Server: nginx",0,0,0,0,0,0,0,1,0,"httpheaders","",""
"Server: nginx/0.1.30",0,6,0,0,6,0,6,0,0,"httpheaders","","httpheaders-outdated-apache"
"Server: nginx/1.2.2",0,0,0,0,0,0,18,0,0,"httpheaders","httpheaders-admin-cookie",""
"Server: nginx/1.2.4",0,0,0,0,0,0,27,0,0,"httpheaders","httpheaders-devtoken",""
"Server: nginx/1.4.7",0,0,0,0,0,0,17,0,0,"httpheaders","httpheaders-proxy-referer",""
"Server: nginx/1.6.0",0,0,0,0,0,0,21,0,0,"httpheaders","httpheaders-proxy-referer",""
"Set-Cookie: ASP.NET_SessionId=fyi3sylqfunbwtdy03s4fdqv; path=/; HttpOnly",0,0,0,0,0,0,22,2,0,"httpheaders","httpheaders-proxy-referer",""
"Set-Cookie: ASP.NET_SessionId=zzr3gu1brtc1ugi3oonrlwsx; path=/; HttpOnly",0,0,0,0,0,0,7,0,0,"httpheaders","httpheaders-devtoken",""
"Set-Cookie: ASPSESSIONIDASQACSSR=OADOIJMAPGOPILLPMPIPMPNI; path=/",0,0,0,0,0,0,4,2,0,"httpheaders","","httpheaders-outdated-apache"
"Set-Cookie: ASPSESSIONIDQSSSCATT=LFHHNJCCFOPJILMFCOBAOHGF; path=/",0,0,0,0,0,0,4,3,0,"httpheaders","httpheaders-proxy-referer",""
"Set-Cookie: DATA=YWRtaW49ZmFsc2U%3D; path=/",15,0,10,5,0,0,10,5,0,"httpheaders","httpheaders-admin-cookie",""
"Set-Cookie: DATA=YXV0aGVudGljYXRlZD0w; expires=Sun, 23-Apr-2113 05:54:03 GMT; path=/",11,0,9,2,0,0,9,2,0,"httpheaders","httpheaders-admin-cookie",""
"Set-Cookie: PHPSESSID=76eia055llsgecl8tata6grjm6; path=/",0,0,0,0,0,0,12,2,0,"httpheaders","",""
"Set-Cookie: PHPSESSID=9lmfffthjtj54n3sd880ibn0g3; path=/",0,0,0,0,0,0,8,0,0,"httpheaders","httpheaders-proxy-referer",""
"Set-Cookie: PHPSESSID=d8pKPuRav1W9gbw1Ufkguw; path=/",0,0,0,0,0,0,1,0,0,"httpheaders","","httpheaders-outdated-apache"
"Set-Cookie: PHPSESSID=evINGUkPZ46s2yGpwv6Jhb8Syeozv1w; path=/",0,0,0,0,0,0,2,0,0,"httpheaders","","httpheaders-outdated-php"
"Set-Cookie: PHPSESSID=hLAGcA9qClz36kOr71sSgw; path=/",0,0,0,0,0,0,41,10,0,"httpheaders","httpheaders-apiserver","httpheaders-outdated-apache"
"Set-Cookie: PHPSESSID=hko4j9c2mpfisd2ksgpgnkil91; path=/",0,0,0,0,0,0,7,1,0,"httpheaders","",""
"Set-Cookie: PHPSESSID=orvga3gl225otbj3ta6gdtkjp1; path=/",0,0,0,0,0,0,5,0,0,"httpheaders","httpheaders-devtoken",""
"Set-Cookie: bblastactivity=0; expires=Sun, 26-Apr-2015 08:51:53 GMT; path=/",0,0,0,0,0,0,2,2,0,"httpheaders","httpheaders-proxy-referer",""
"Set-Cookie: bblastvisit=1398502313; expires=Sun, 26-Apr-2015 08:51:53 GMT; path=/",0,0,0,0,0,0,2,2,0,"httpheaders","httpheaders-proxy-referer",""
"Set-Cookie: bbsessionhash=f3cdd7987b326584c6ee6696f3033087; path=/; HttpOnly",0,0,0,0,0,0,20,5,0,"httpheaders","httpheaders-proxy-referer",""
"Set-Cookie: frontend=tsu0iqd8pfse3j7s5cqf8gorn6; expires=Tue, 27-May-2014 14:14:59 GMT; path=/; domain=www.capeunionmart.co.za; HttpOnly",0,0,0,0,0,0,5,2,0,"httpheaders","httpheaders-proxy-referer",""
"Set-Cookie: language-betboo-tr=FOUND; expires=Sun, 23-Apr-2113 05:54:03 GMT; path=/",0,0,0,0,0,0,4,2,0,"httpheaders","httpheaders-proxy-referer",""
"Set-Cookie: rStatus=1; expires=Sun, 23-Apr-2113 05:54:03 GMT; path=/",0,0,0,0,0,0,10,0,0,"httpheaders","httpheaders-proxy-referer",""
"Timing-Allow-Origin: *",0,0,0,0,0,0,3,0,0,"httpheaders","",""
"Transfer-Encoding:  chunked",0,0,0,0,0,0,8,0,0,"httpheaders","httpheaders-devtoken",""
"Transfer-Encoding: chunked",0,0,0,0,0,0,28,0,0,"httpheaders","httpheaders-devtoken","httpheaders-request-smuggling-clte"
"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",0,0,0,0,0,0,7,6,0,"httpheaders","","httpheaders-cross-domain-referer-leakage"
"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:94.0) Gecko/20100101 Firefox/94.0",0,0,0,0,0,0,1,4,0,"httpheaders","","httpheaders-cross-domain-referer-leakage"
"X-AspNet-Version: 4.0.30319",0,0,0,0,0,0,34,4,0,"httpheaders","httpheaders-admin-cookie",""
"X-AspNetMvc-Version: 5.1",0,0,0,0,0,0,6,1,0,"httpheaders","",""
"X-Bacon: I wonder what penguin bacon tastes like.",0,0,0,0,0,0,7,25,0,"httpheaders","httpheaders-apiserver",""
"X-Cache-Debug: 1",0,0,0,0,0,0,4,2,0,"httpheaders","",""
